0;79336;-9013;0;5000000;100
0.1;-9376120;1037612;0;5000000;100
0.2;89330424;-8833042;0;5000000;100
0.3;-841113152;84211312;0;5000000;100
0.4;-2147483648;-792858304;0;5000000;100
0.5;-2147483648;-2147483648;0;5000000;100
0.6;-2147483648;-2147483648;0;5000000;100
0.7;-2147483648;-2147483648;0;5000000;100
0.8;-2147483648;-2147483648;0;5000000;100
0.9;-2147483648;-2147483648;0;5000000;100
1;-2147483648;-2147483648;0;5000000;100
1.1;-2147483648;-2147483648;0;5000000;100
1.2;-2147483648;-2147483648;0;5000000;100
1.3;-2147483648;-2147483648;0;5000000;100
1.4;-2147483648;-2147483648;0;5000000;100
1.5;-2147483648;-2147483648;5000000;0;100
1.6;-429525;-2147483648;5000000;0;100
1.7;-429525;-2147483648;5000000;0;100
1.8;-429525;-2147483648;5000000;0;100
1.9;-429525;-2147483648;5000000;0;100
2;-429525;-2147483648;5000000;0;100
2.1;-429525;-2147483648;5000000;0;100
2.2;-429525;-2147483648;5000000;0;100
2.3;-429525;-2147483648;5000000;0;100
2.4;-429525;-2147483648;5000000;0;100
2.5;-429525;-2147483648;5000000;0;100
2.6;-429525;-2147483648;5000000;0;100
2.7;-429525;-2147483648;5000000;0;100
2.8;-429525;-2147483648;5000000;0;100
2.9;-429525;-2147483648;5000000;0;100
3;-429525;-2147483648;5000000;0;100
3.1;-429525;-2147483648;0;5000000;100
3.2;-2147483648;-2147483648;0;5000000;100
3.3;-2147483648;-2147483648;0;5000000;100
3.4;-2147483648;-2147483648;0;5000000;100
3.5;-2147483648;-2147483648;0;5000000;100
3.6;-2147483648;-2147483648;0;5000000;100
3.7;-2147483648;-2147483648;0;5000000;100
3.8;-2147483648;-2147483648;0;5000000;100
3.9;-2147483648;-2147483648;0;5000000;100
4;-2147483648;-2147483648;0;5000000;100
4.1;-2147483648;-2147483648;0;5000000;100
4.2;-2147483648;-2147483648;0;5000000;100
4.3;-2147483648;-2147483648;0;5000000;100
4.4;-2147483648;-2147483648;0;5000000;100
4.5;-2147483648;-2147483648;0;5000000;100
4.6;-2147483648;-2147483648;5000000;0;100
4.7;-429525;-2147483648;5000000;0;100
4.8;-429525;-2147483648;5000000;0;100
4.9;-429525;-2147483648;5000000;0;100
5;-429525;-2147483648;5000000;0;100
5.1;-429525;-2147483648;5000000;0;100
5.2;-429525;-2147483648;5000000;0;100
5.3;-429525;-2147483648;5000000;0;100
5.4;-429525;-2147483648;5000000;0;100
5.5;-429525;-2147483648;5000000;0;100
5.6;-429525;-2147483648;5000000;0;100
5.7;-429525;-2147483648;5000000;0;100
5.8;-429525;-2147483648;5000000;0;100
5.9;-429525;-2147483648;5000000;0;100
6;-429525;-2147483648;5000000;0;100
6.1;-429525;-2147483648;0;5000000;100
6.2;-2147483648;-2147483648;0;5000000;100
6.3;-2147483648;-2147483648;0;5000000;100
6.4;-2147483648;-2147483648;0;5000000;100
6.5;-2147483648;-2147483648;0;5000000;100
6.6;-2147483648;-2147483648;0;5000000;100
6.7;-2147483648;-2147483648;0;5000000;100
6.8;-2147483648;-2147483648;0;5000000;100
6.9;-2147483648;-2147483648;0;5000000;100
7;-2147483648;-2147483648;0;5000000;100
7.1;-2147483648;-2147483648;0;5000000;100
7.2;-2147483648;-2147483648;0;5000000;100
7.3;-2147483648;-2147483648;0;5000000;100
7.4;-2147483648;-2147483648;0;5000000;100
7.5;-2147483648;-2147483648;0;5000000;100
7.6;-2147483648;-2147483648;5000000;0;100
7.7;-429525;-2147483648;5000000;0;100
7.79999;-429525;-2147483648;5000000;0;100
7.89999;-429525;-2147483648;5000000;0;100
7.99999;-429525;-2147483648;5000000;0;100
8.09999;-429525;-2147483648;5000000;0;100
8.2;-429525;-2147483648;5000000;0;100
8.3;-429525;-2147483648;5000000;0;100
8.4;-429525;-2147483648;5000000;0;100
8.5;-429525;-2147483648;5000000;0;100
8.6;-429525;-2147483648;5000000;0;100
8.7;-429525;-2147483648;5000000;0;100
8.8;-429525;-2147483648;5000000;0;100
8.9;-429525;-2147483648;5000000;0;100
9;-429525;-2147483648;5000000;0;100
9.1;-429525;-2147483648;0;5000000;100
9.2;-2147483648;-2147483648;0;5000000;100
9.3;-2147483648;-2147483648;0;5000000;100
9.4;-2147483648;-2147483648;0;5000000;100
9.5;-2147483648;-2147483648;0;5000000;100
9.6;-2147483648;-2147483648;0;5000000;100
9.7;-2147483648;-2147483648;0;5000000;100
9.8;-2147483648;-2147483648;0;5000000;100
9.9;-2147483648;-2147483648;0;5000000;100
10;-2147483648;-2147483648;0;5000000;100
10.1;-2147483648;-2147483648;0;5000000;100
10.2;-2147483648;-2147483648;0;5000000;100
10.3;-2147483648;-2147483648;0;5000000;100
10.4;-2147483648;-2147483648;0;5000000;100
10.5;-2147483648;-2147483648;5000000;0;100
10.6;-429525;-2147483648;5000000;0;100
10.7;-429525;-2147483648;5000000;0;100
10.8;-429525;-2147483648;5000000;0;100
10.9;-429525;-2147483648;5000000;0;100
11;-429525;-2147483648;5000000;0;100
11.1;-429525;-2147483648;5000000;0;100
11.2;-429525;-2147483648;5000000;0;100
11.3;-429525;-2147483648;5000000;0;100
11.4;-429525;-2147483648;5000000;0;100
11.5;-429525;-2147483648;5000000;0;100
11.6;-429525;-2147483648;5000000;0;100
11.7;-429525;-2147483648;5000000;0;100
11.8;-429525;-2147483648;5000000;0;100
11.9;-429525;-2147483648;5000000;0;100
12;-429525;-2147483648;0;5000000;100
12.1;-2147483648;-2147483648;0;5000000;100
12.2;-2147483648;-2147483648;0;5000000;100
12.3;-2147483648;-2147483648;0;5000000;100
12.4;-2147483648;-2147483648;0;5000000;100
12.5;-2147483648;-2147483648;0;5000000;100
12.6;-2147483648;-2147483648;0;5000000;100
12.7;-2147483648;-2147483648;0;5000000;100
12.8;-2147483648;-2147483648;0;5000000;100
12.9;-2147483648;-2147483648;0;5000000;100
13;-2147483648;-2147483648;0;5000000;100
13.1;-2147483648;-2147483648;0;5000000;100
13.2;-2147483648;-2147483648;0;5000000;100
13.3;-2147483648;-2147483648;0;5000000;100
13.4;-2147483648;-2147483648;0;5000000;100
13.5;-2147483648;-2147483648;5000000;0;100
13.6;-429525;-2147483648;5000000;0;100
13.7;-429525;-2147483648;5000000;0;100
13.8;-429525;-2147483648;5000000;0;100
13.9;-429525;-2147483648;5000000;0;100
14;-429525;-2147483648;5000000;0;100
14.1;-429525;-2147483648;5000000;0;100
14.2;-429525;-2147483648;5000000;0;100
14.3;-429525;-2147483648;5000000;0;100
14.4;-429525;-2147483648;5000000;0;100
14.5;-429525;-2147483648;5000000;0;100
